code,label,slug,restaurant_name,objectID,0
CAT_P02,A moderate spend,mid-range,B2K6,77314,
CAT_P02,A moderate spend,mid-range,A Pignata,77313,
CAT_P02,A moderate spend,mid-range,Da Passano,77312,
CAT_P02,A moderate spend,mid-range,Le 703,78218,
CAT_P02,A moderate spend,mid-range,L'Imparfait,77310,
CAT_P02,A moderate spend,mid-range,La Part des Anges,77309,
CAT_P03,Special occasion,premium,Soléna,77308,
CAT_P02,A moderate spend,mid-range,Bistro' 50,77307,
CAT_P03,Special occasion,premium,L'Aigle d'Or,77306,
CAT_P03,Special occasion,premium,Le Sin,77305,
CAT_P02,A moderate spend,mid-range,Zen,77361,
CAT_P02,A moderate spend,mid-range,Le Boudes La Vigne,77303,
CAT_P03,Special occasion,premium,Sevin,77302,
CAT_P02,A moderate spend,mid-range,Le Gué du Holme,77301,
CAT_P02,A moderate spend,mid-range,Les Jardins Sothys,77300,
CAT_P03,Special occasion,premium,La Co(o)rniche,77299,
CAT_P02,A moderate spend,mid-range,L'Arôme,77298,
CAT_P03,Special occasion,premium,Le Parc,77297,
CAT_P03,Special occasion,premium,Hostellerie des Châteaux,77296,
CAT_P04,Spare no expense,luxury,La Cabro d'Or,77295,
CAT_P04,Spare no expense,luxury,Assa,77294,
CAT_P02,A moderate spend,mid-range,Le Jardin des Brouches,77293,
CAT_P02,A moderate spend,mid-range,Numéro 75,77292,
CAT_P02,A moderate spend,mid-range,Le Jardin,77291,
CAT_P04,Spare no expense,luxury,L'Aupiho - Domaine de Manville,77290,
CAT_P02,A moderate spend,mid-range,Beurre Noisette,77289,
CAT_P02,A moderate spend,mid-range,Le Bistrot,77288,
CAT_P02,A moderate spend,mid-range,Le Gabale,77287,
CAT_P03,Special occasion,premium,Le Saint-Pierre,77286,
CAT_P02,A moderate spend,mid-range,Le Manège,77285,
CAT_P03,Special occasion,premium,L'Auberge de la Pomme,77284,
CAT_P02,A moderate spend,mid-range,L'Antiquaire,77283,
CAT_P04,Spare no expense,luxury,Le Clos,77282,
CAT_P02,A moderate spend,mid-range,La Vieille Auberge,77281,
CAT_P03,Special occasion,premium,Le Baligan,77280,
CAT_P03,Special occasion,premium,Kashiwa,77279,
CAT_P02,A moderate spend,mid-range,La Toupine,77278,
CAT_P03,Special occasion,premium,Les Flots,77277,
CAT_P03,Special occasion,premium,Lamartine,77276,
CAT_P03,Special occasion,premium,Jean Chauvel,77275,
CAT_P04,Spare no expense,luxury,TenZen,78389,
CAT_P02,A moderate spend,mid-range,Aux Enfants Gâtés,77273,
CAT_P04,Spare no expense,luxury,Le Baudelaire,77868,
CAT_P02,A moderate spend,mid-range,Ischia - Cyril Lignac,77271,
CAT_P02,A moderate spend,mid-range,Auberge de Groisy,77270,
CAT_P02,A moderate spend,mid-range,La Brucelière,77269,
CAT_P03,Special occasion,premium,Le 39V,77268,
CAT_P02,A moderate spend,mid-range,La Traboule,78440,
CAT_P03,Special occasion,premium,Aux Prés,77266,
CAT_P03,Special occasion,premium,Quinsou,77265,
CAT_P04,Spare no expense,luxury,Mavrommatis,77264,
CAT_P04,Spare no expense,luxury,Pertinence,77263,
CAT_P02,A moderate spend,mid-range,Shu,77262,
CAT_P02,A moderate spend,mid-range,Le Cherche Midi,77261,
CAT_P03,Special occasion,premium,Odette,77330,
CAT_P03,Special occasion,premium,Benoit,77259,
CAT_P03,Special occasion,premium,Braise,78396,
CAT_P04,Spare no expense,luxury,La Dame de Pic,77257,
CAT_P04,Spare no expense,luxury,Lucas Carton,77477,
CAT_P02,A moderate spend,mid-range,Amarante,77255,
CAT_P02,A moderate spend,mid-range,Bistrotters,77254,
CAT_P03,Special occasion,premium,Montée,77253,
CAT_P02,A moderate spend,mid-range,Le Petit Lucas,77548,
CAT_P02,A moderate spend,mid-range,L'Absinthe,78548,
CAT_P02,A moderate spend,mid-range,Auberge du Paradis,77250,
CAT_P04,Spare no expense,luxury,Étude,77249,
CAT_P01,On a budget,affordable,Pho Tai,77248,
CAT_P04,Spare no expense,luxury,L'Écrin,77247,
CAT_P04,Spare no expense,luxury,"114, Faubourg",77246,
CAT_P02,A moderate spend,mid-range,Le Cotte Rôti,77418,
CAT_P04,Spare no expense,luxury,L'Atelier de Joël Robuchon - Étoile,77244,
CAT_P04,Spare no expense,luxury,Table - Bruno Verjus,77555,
CAT_P02,A moderate spend,mid-range,L'Initial,77242,
CAT_P04,Spare no expense,luxury,Marsan par Hélène Darroze,77241,
CAT_P02,A moderate spend,mid-range,Anicia Bistrot Nature,77240,
CAT_P02,A moderate spend,mid-range,Ilô,78247,
CAT_P02,A moderate spend,mid-range,Passerini,77483,
CAT_P04,Spare no expense,luxury,Le Jules Verne,77237,
CAT_P03,Special occasion,premium,Le Bar des Prés,77236,
CAT_P04,Spare no expense,luxury,Alliance,77235,
CAT_P02,A moderate spend,mid-range,L'Agrume,77234,
CAT_P03,Special occasion,premium,Le Tastevin,77833,
CAT_P02,A moderate spend,mid-range,Les Alisiers,77232,
CAT_P03,Special occasion,premium,Chez Michèle,77231,
CAT_P03,Special occasion,premium,La Cognette,77230,
CAT_P02,A moderate spend,mid-range,Côté Vigne,77229,
CAT_P03,Special occasion,premium,Le Vivier,77228,
CAT_P04,Spare no expense,luxury,La Table d'Olivier Nasti,77227,
CAT_P02,A moderate spend,mid-range,L'Athome,77226,
CAT_P03,Special occasion,premium,La Vieille Fontaine - Le Club de Cavalière & Spa,77225,
CAT_P02,A moderate spend,mid-range,Le Coq en Pâte,77224,
CAT_P03,Special occasion,premium,Château Blanchard,77223,
CAT_P02,A moderate spend,mid-range,L'Atelier de Fred,77222,
CAT_P02,A moderate spend,mid-range,Hostellerie d'Héloïse,77221,
CAT_P04,Spare no expense,luxury,JY'S,77220,
CAT_P03,Special occasion,premium,Le Pirate,77219,
CAT_P02,A moderate spend,mid-range,Auberge de la Baraque,77218,
CAT_P04,Spare no expense,luxury,Frédéric Doucet,77217,
CAT_P02,A moderate spend,mid-range,Tavline,77406,
CAT_P02,A moderate spend,mid-range,Le Duguesclin,77215,
CAT_P02,A moderate spend,mid-range,La Table Bâgésienne,77214,
CAT_P04,Spare no expense,luxury,Maison Rostang,77986,
CAT_P02,A moderate spend,mid-range,La Tupina,77212,
CAT_P02,A moderate spend,mid-range,Le Gavrinis,77211,
CAT_P04,Spare no expense,luxury,Le Pressoir d'Argent - Gordon Ramsay,77210,
CAT_P03,Special occasion,premium,Tentazioni,77209,
CAT_P04,Spare no expense,luxury,David Toutain,77208,
CAT_P03,Special occasion,premium,Atelier Maître Albert,77207,
CAT_P04,Spare no expense,luxury,Tour d'Argent,77206,
CAT_P04,Spare no expense,luxury,Jin,77205,
CAT_P03,Special occasion,premium,Yushin,78442,
CAT_P02,A moderate spend,mid-range,L'Atelier Bistrot,77203,
CAT_P03,Special occasion,premium,La Ribaudière,77202,
CAT_P03,Special occasion,premium,Maison Claude Darroze,77201,
CAT_P02,A moderate spend,mid-range,L'Araignée Gourmande,77200,
CAT_P02,A moderate spend,mid-range,Les Cartes Postales,77329,
CAT_P02,A moderate spend,mid-range,Auberge du Prunelli,77198,
CAT_P04,Spare no expense,luxury,Le Puits Saint Jacques,77197,
CAT_P02,A moderate spend,mid-range,Winstub Arnold,77196,
CAT_P04,Spare no expense,luxury,Auberge de l'Ill,77195,
CAT_P02,A moderate spend,mid-range,L'Écume,77194,
CAT_P03,Special occasion,premium,Apicius,77193,
CAT_P03,Special occasion,premium,Hostellerie de l'Abbaye de la Celle,77192,
CAT_P04,Spare no expense,luxury,La Table de Xavier Mathieu,77191,
CAT_P03,Special occasion,premium,La Table de Chaintré,77190,
CAT_P02,A moderate spend,mid-range,Au Petit Relais,77189,
CAT_P03,Special occasion,premium,Les Terrasses de Clairefontaine,77188,
CAT_P02,A moderate spend,mid-range,La Garenne,77187,
CAT_P03,Special occasion,premium,L'Atelier du Peintre,77186,
CAT_P02,A moderate spend,mid-range,La Tour,77185,
CAT_P02,A moderate spend,mid-range,Les Flots,77184,
CAT_P02,A moderate spend,mid-range,Les Gourmands Disent,77183,
CAT_P02,A moderate spend,mid-range,Le Quai 21,77182,
CAT_P04,Spare no expense,luxury,Pur' - Jean-François Rouquette,77550,
CAT_P02,A moderate spend,mid-range,Le Bistrot du Quai,77180,
CAT_P02,A moderate spend,mid-range,Tra Di Noï,77179,
CAT_P03,Special occasion,premium,Le Carré d'Alethius,77178,
CAT_P02,A moderate spend,mid-range,Smørrebrød,77177,
CAT_P02,A moderate spend,mid-range,La Corniche,77176,
CAT_P03,Special occasion,premium,Auberge du Bon Laboureur,77175,
CAT_P02,A moderate spend,mid-range,Le Saint Joseph,78089,
CAT_P03,Special occasion,premium,Le Fanal,77173,
CAT_P04,Spare no expense,luxury,Nhome,78408,
CAT_P04,Spare no expense,luxury,Le Jardin Gourmand,77171,
CAT_P02,A moderate spend,mid-range,Le Davoli,77170,
CAT_P04,Spare no expense,luxury,Les Oliviers,77169,
CAT_P02,A moderate spend,mid-range,Le Carré des Saveurs,77168,
CAT_P04,Spare no expense,luxury,Auguste,77167,
CAT_P02,A moderate spend,mid-range,Philippe Redon,77166,
CAT_P04,Spare no expense,luxury,Yam'Tcha,77165,
CAT_P03,Special occasion,premium,L'Anthocyane,77164,
CAT_P02,A moderate spend,mid-range,Champeaux,77404,
CAT_P04,Spare no expense,luxury,Auberge du Cheval Blanc,77162,
CAT_P02,A moderate spend,mid-range,Les Tamaris - Chez Raymond,77161,
CAT_P02,A moderate spend,mid-range,Nodaïwa,77160,
CAT_P03,Special occasion,premium,GrandCœur,77238,
CAT_P04,Spare no expense,luxury,Le Champ des Lunes,77158,
CAT_P03,Special occasion,premium,Michel Béjeannin - Auberge de Chavannes,77157,
CAT_P02,A moderate spend,mid-range,Le Relais du Çatey,77156,
CAT_P02,A moderate spend,mid-range,Art'zain,77155,
CAT_P01,On a budget,affordable,Mestre Restaurateurs 1869,77154,
CAT_P02,A moderate spend,mid-range,Winstub du Chambard,77153,
CAT_P02,A moderate spend,mid-range,Roche Belle,77152,
CAT_P02,A moderate spend,mid-range,La Taverne Alsacienne,77151,
CAT_P02,A moderate spend,mid-range,La Botte d'Asperges,77150,
CAT_P04,Spare no expense,luxury,Serge Vieira,77149,
CAT_P04,Spare no expense,luxury,Girardin - Gastronomique,77148,
CAT_P02,A moderate spend,mid-range,Le Millésime,77147,
CAT_P02,A moderate spend,mid-range,L'Océanic,77146,
CAT_P01,On a budget,affordable,L'Instantané,77145,
CAT_P03,Special occasion,premium,Le Matafan,77144,
CAT_P02,A moderate spend,mid-range,L'Ermitage Saint-Antoine,77143,
CAT_P02,A moderate spend,mid-range,Les Cordois Autrement,77142,
CAT_P04,Spare no expense,luxury,L'Impertinent,77141,
CAT_P02,A moderate spend,mid-range,L'Entre Deux,77140,
CAT_P03,Special occasion,premium,Les Rosiers,77139,
CAT_P03,Special occasion,premium,Le Pavé d'Auge,77138,
CAT_P04,Spare no expense,luxury,Auberge des Templiers,77137,
CAT_P02,A moderate spend,mid-range,Auberge du XIIème Siècle,77136,
CAT_P03,Special occasion,premium,Auberge Pom'Poire,77135,
CAT_P02,A moderate spend,mid-range,Saint-Christophe,77134,
CAT_P03,Special occasion,premium,L'Espérance,77133,
CAT_P02,A moderate spend,mid-range,La Maison de Petit Pierre,77132,
CAT_P02,A moderate spend,mid-range,Les Chênes,77131,
CAT_P02,A moderate spend,mid-range,L'As de Trèfle,77130,
CAT_P03,Special occasion,premium,Le Médicis,77129,
CAT_P02,A moderate spend,mid-range,L'Alcôve,77128,
CAT_P02,A moderate spend,mid-range,La Vieille Enseigne,77127,
CAT_P03,Special occasion,premium,La Casserole,77126,
CAT_P02,A moderate spend,mid-range,Château Hochberg,77125,
CAT_P03,Special occasion,premium,Le Strasbourg,77124,
CAT_P04,Spare no expense,luxury,Les Impressionnistes - La Ferme Saint-Siméon,77123,
CAT_P03,Special occasion,premium,Ostapé,77122,
CAT_P02,A moderate spend,mid-range,Le Pressoir de Bacchus,77121,
CAT_P02,A moderate spend,mid-range,À l'Étoile,77120,
CAT_P02,A moderate spend,mid-range,Hito,77119,
CAT_P02,A moderate spend,mid-range,Grains de Sel,77118,
CAT_P04,Spare no expense,luxury,L'Incomparable,77117,
CAT_P03,Special occasion,premium,Auberge Sauvage,77116,
CAT_P02,A moderate spend,mid-range,La Treille Muscate,77115,
CAT_P02,A moderate spend,mid-range,Ida by Denny Imbroisi,77114,
CAT_P02,A moderate spend,mid-range,L'Os à Moelle,77113,
CAT_P04,Spare no expense,luxury,Kei,78301,
CAT_P03,Special occasion,premium,Chartron,77111,
CAT_P02,A moderate spend,mid-range,Iod'in,77110,
CAT_P03,Special occasion,premium,La Table d'Asten,77109,
CAT_P02,A moderate spend,mid-range,L'Émotion,77108,
CAT_P02,A moderate spend,mid-range,Goustut,77107,
CAT_P03,Special occasion,premium,"AOR La Table, le Goût et Nous",77106,
CAT_P02,A moderate spend,mid-range,L'Évidence,77105,
CAT_P04,Spare no expense,luxury,L'Abissiou,77104,
CAT_P02,A moderate spend,mid-range,Le Café Basque,77103,
CAT_P02,A moderate spend,mid-range,Arkadia,77102,
CAT_P03,Special occasion,premium,La Serre,77101,
CAT_P02,A moderate spend,mid-range,La Merenda,77100,
CAT_P03,Special occasion,premium,La Tour Penchée,77099,
CAT_P02,A moderate spend,mid-range,Caves Madeleine,77098,
CAT_P02,A moderate spend,mid-range,Le Clos du Lac,77097,
CAT_P03,Special occasion,premium,Auberge des Matfeux,77096,
CAT_P04,Spare no expense,luxury,Le Louis XV - Alain Ducasse à l'Hôtel de Paris,77095,
CAT_P04,Spare no expense,luxury,Moulin de Rosmadec,77094,
CAT_P03,Special occasion,premium,Le Jardin de l'Abbaye,77093,
CAT_P02,A moderate spend,mid-range,Garum,77092,
CAT_P01,On a budget,affordable,Crêperie Grain Noir,77091,
CAT_P02,A moderate spend,mid-range,La Table d'Inomoto,77090,
CAT_P03,Special occasion,premium,Le Grand Véfour,77363,
CAT_P04,Spare no expense,luxury,Castel Marie-Louise,77088,
CAT_P02,A moderate spend,mid-range,Bürestubel,77087,
CAT_P03,Special occasion,premium,Au Vieux Moulin,77086,
CAT_P03,Special occasion,premium,Gavroche,77085,
CAT_P02,A moderate spend,mid-range,Auberge Ramstein,77084,
CAT_P02,A moderate spend,mid-range,Anthon,77083,
CAT_P04,Spare no expense,luxury,L'Atelier de Joël Robuchon - St-Germain,77082,
CAT_P04,Spare no expense,luxury,Bruno,77081,
CAT_P03,Special occasion,premium,Dupin,77080,
CAT_P04,Spare no expense,luxury,ES,77079,
CAT_P04,Spare no expense,luxury,La Chapelle Saint-Martin,77078,
CAT_P03,Special occasion,premium,Clover Grill,77077,
CAT_P03,Special occasion,premium,Auberge Frankenbourg,77076,
CAT_P04,Spare no expense,luxury,Le Domaine de Saint-Géry,77075,
CAT_P02,A moderate spend,mid-range,Etchemaïté,77074,
CAT_P04,Spare no expense,luxury,Palais Royal Restaurant,77412,
CAT_P01,On a budget,affordable,Restaurant du Port,77072,
CAT_P02,A moderate spend,mid-range,Le Relais des Salines,77071,
CAT_P04,Spare no expense,luxury,Maison Lameloise,77070,
CAT_P02,A moderate spend,mid-range,La Fleur de Sel,77069,
CAT_P02,A moderate spend,mid-range,Pierre & Jean,77068,
CAT_P03,Special occasion,premium,La Vieille Tour,77067,
CAT_P03,Special occasion,premium,Le Pont de l'Ouysse,77066,
CAT_P02,A moderate spend,mid-range,La Table du Marché Couvert,77065,
CAT_P02,A moderate spend,mid-range,La Maison,77064,
CAT_P02,A moderate spend,mid-range,Le Carré des Sens,77063,
CAT_P03,Special occasion,premium,La Table du Boisniard,77062,
CAT_P02,A moderate spend,mid-range,Le Bistrot,77061,
CAT_P03,Special occasion,premium,La Flèche d'Argent,77060,
CAT_P02,A moderate spend,mid-range,Le Coq d'Or,77059,
CAT_P02,A moderate spend,mid-range,Le Cromesquis,77058,
CAT_P02,A moderate spend,mid-range,Bistrot Saveurs,77057,
CAT_P03,Special occasion,premium,La Marine,77056,
CAT_P03,Special occasion,premium,La Bastide,77055,
CAT_P02,A moderate spend,mid-range,Thaï Spices,77054,
CAT_P03,Special occasion,premium,Amphitryon,77053,
CAT_P04,Spare no expense,luxury,Le Cinq,77052,
CAT_P01,On a budget,affordable,JanTchi,77051,
CAT_P02,A moderate spend,mid-range,La Régalade Saint-Honoré,77050,
CAT_P03,Special occasion,premium,Le Vioben,77049,
CAT_P03,Special occasion,premium,Château de Rochecotte,77048,
CAT_P04,Spare no expense,luxury,L'Ambroisie,77159,
CAT_P02,A moderate spend,mid-range,La Vieille Forge,77046,
CAT_P04,Spare no expense,luxury,Château de la Treyne,77045,
CAT_P03,Special occasion,premium,Le Tilia,77044,
CAT_P02,A moderate spend,mid-range,L'Essille,77043,
CAT_P02,A moderate spend,mid-range,U Licettu,77042,
CAT_P02,A moderate spend,mid-range,Le Florida,77041,
CAT_P02,A moderate spend,mid-range,Le Petit Saint Thomas,77040,
CAT_P02,A moderate spend,mid-range,Le Jour du Poisson,77039,
CAT_P02,A moderate spend,mid-range,Towa,77251,
CAT_P03,Special occasion,premium,Dersou,77876,
CAT_P03,Special occasion,premium,Restaurant H,77434,
CAT_P02,A moderate spend,mid-range,Le Collet,77035,
CAT_P03,Special occasion,premium,Le Stofflet - Château Colbert,77034,
CAT_P02,A moderate spend,mid-range,La Maison de Celou,77033,
CAT_P03,Special occasion,premium,Atmosphère,77032,
CAT_P03,Special occasion,premium,L'Atelier des Saveurs by Stéphane Garcia,77031,
CAT_P02,A moderate spend,mid-range,Le Balcon,77030,
CAT_P02,A moderate spend,mid-range,Grain de Sel,77029,
CAT_P02,A moderate spend,mid-range,Parcours,77028,
CAT_P03,Special occasion,premium,Guy Lassausaie,77027,
CAT_P01,On a budget,affordable,La Ferme Saint-Sébastien,77026,
CAT_P02,A moderate spend,mid-range,Relais de l'Abbaye,77025,
CAT_P03,Special occasion,premium,Le Voilier,77024,
CAT_P03,Special occasion,premium,La Table by La Villa,77023,
CAT_P04,Spare no expense,luxury,L'Amphitryon,77022,
CAT_P03,Special occasion,premium,Radio,77021,
CAT_P03,Special occasion,premium,Le Pily,77020,
CAT_P03,Special occasion,premium,L'Arnsbourg,77019,
CAT_P02,A moderate spend,mid-range,Pinasse Café,77018,
CAT_P04,Spare no expense,luxury,Le Prince Noir - Vivien Durand,77017,
CAT_P02,A moderate spend,mid-range,C'Yusha,77016,
CAT_P04,Spare no expense,luxury,AT,77015,
CAT_P03,Special occasion,premium,La Truffière,77014,
CAT_P04,Spare no expense,luxury,Charbon Kunitoraya,77013,
CAT_P02,A moderate spend,mid-range,Le Bistrot de Berne,77012,
CAT_P02,A moderate spend,mid-range,L'Estellan,77011,
CAT_P03,Special occasion,premium,Loulou,77010,
CAT_P03,Special occasion,premium,L'Alexandrin,77009,
CAT_P04,Spare no expense,luxury,Omar Dhiab,78545,
CAT_P02,A moderate spend,mid-range,A Nepita,77007,
CAT_P04,Spare no expense,luxury,La Côte Saint-Jacques,77006,
CAT_P02,A moderate spend,mid-range,Le Vieux Moulin,77005,
CAT_P02,A moderate spend,mid-range,La Palette,77004,
CAT_P02,A moderate spend,mid-range,L'Écume Gourmande,77003,
CAT_P03,Special occasion,premium,Jean-Claude Leclerc,77002,
CAT_P03,Special occasion,premium,Au Souper Fin,77001,
CAT_P02,A moderate spend,mid-range,Les Années 30,77000,
CAT_P03,Special occasion,premium,Mon Plaisir,76999,
CAT_P02,A moderate spend,mid-range,Le 5ème Péché,76998,
CAT_P02,A moderate spend,mid-range,Au Lavoir,76997,
CAT_P04,Spare no expense,luxury,L'Ostal,76996,
CAT_P02,A moderate spend,mid-range,Le Lancelot,76995,
CAT_P02,A moderate spend,mid-range,Le Clos aux Roses,76994,
CAT_P02,A moderate spend,mid-range,Le Flaveur,76993,
CAT_P04,Spare no expense,luxury,Le Pré - Xavier Beaudiment,76992,
CAT_P01,On a budget,affordable,L'Écureuil,76991,
CAT_P02,A moderate spend,mid-range,L'Aspérule,76990,
CAT_P02,A moderate spend,mid-range,Ko-sometsuke 2K,76989,
CAT_P03,Special occasion,premium,Le Ménagier,76988,
CAT_P03,Special occasion,premium,San Felice,76987,
CAT_P02,A moderate spend,mid-range,L'Agape,76986,
CAT_P04,Spare no expense,luxury,La Grand'Vigne - Les Sources de Caudalie,76985,
CAT_P04,Spare no expense,luxury,Maison Ruggieri,78416,
CAT_P02,A moderate spend,mid-range,Arboré,78443,
CAT_P04,Spare no expense,luxury,1217,76982,
CAT_P04,Spare no expense,luxury,Le Manoir du Lys,76981,
CAT_P03,Special occasion,premium,Hiély-Lucullus,76980,
CAT_P02,A moderate spend,mid-range,La Table du Lavoir - Les Sources de Caudalie,76979,
CAT_P03,Special occasion,premium,14 Avenue,76978,
CAT_P02,A moderate spend,mid-range,La Fourchette,76977,
CAT_P03,Special occasion,premium,Drouant,77486,
CAT_P04,Spare no expense,luxury,Le Skiff Club,76975,
CAT_P04,Spare no expense,luxury,La Table des Frères Ibarboure,76974,
CAT_P02,A moderate spend,mid-range,Maison de Laveline,76973,
CAT_P03,Special occasion,premium,La Vieille Fontaine,76972,
CAT_P02,A moderate spend,mid-range,Avenio,76971,
CAT_P04,Spare no expense,luxury,Dessirier par Rostang Père et Filles8,77957,
CAT_P02,A moderate spend,mid-range,L'Angle Saint-Laurent,76969,
CAT_P02,A moderate spend,mid-range,À l'Agneau d'Or,76968,
CAT_P02,A moderate spend,mid-range,Le Verre à Soie,76967,
CAT_P02,A moderate spend,mid-range,Les 16 Clochers,76966,
CAT_P02,A moderate spend,mid-range,Le K'ozzie,76965,
CAT_P04,Spare no expense,luxury,La Bastide,76964,
CAT_P04,Spare no expense,luxury,L'Étang du Moulin,76963,
CAT_P03,Special occasion,premium,Auberge de Cassagne & Spa,76962,
CAT_P02,A moderate spend,mid-range,Les Quatre Saisons,76961,
CAT_P04,Spare no expense,luxury,La Mirande,76960,
CAT_P03,Special occasion,premium,Blisss,76959,
CAT_P02,A moderate spend,mid-range,Italie là-bas,76958,
CAT_P03,Special occasion,premium,Terre-Mer au Domaine de Kerdrain,76957,
CAT_P02,A moderate spend,mid-range,La Marmite du Pêcheur,76956,
CAT_P02,A moderate spend,mid-range,Fouquet's,76955,
CAT_P02,A moderate spend,mid-range,La Rapière,76954,
CAT_P02,A moderate spend,mid-range,La Charrette Bleue,76953,
CAT_P02,A moderate spend,mid-range,À l'Ami Fritz,76952,
CAT_P02,A moderate spend,mid-range,Zum Loejelgucker,76951,
CAT_P03,Special occasion,premium,Moulin d'Alotz,76950,
CAT_P02,A moderate spend,mid-range,Influences,76949,
CAT_P02,A moderate spend,mid-range,Auberge de la Chèvrerie,76948,
CAT_P02,A moderate spend,mid-range,Les Maisons Du'O - Le Bistro Panoramique,76947,
CAT_P02,A moderate spend,mid-range,Côté Lac,76946,
CAT_P03,Special occasion,premium,La Source des Sens,76945,
CAT_P04,Spare no expense,luxury,Sushi B,77869,
CAT_P02,A moderate spend,mid-range,Spelt,76943,
CAT_P03,Special occasion,premium,Partage,76942,
CAT_P02,A moderate spend,mid-range,Maison Colbert,76941,
CAT_P02,A moderate spend,mid-range,La Table de Laurent,76940,
CAT_P03,Special occasion,premium,Le Petit Léon,76939,
CAT_P02,A moderate spend,mid-range,Cartouches,76938,
CAT_P02,A moderate spend,mid-range,Le Saint Marc,76937,
CAT_P02,A moderate spend,mid-range,Le P'tit Goustan,76936,
CAT_P02,A moderate spend,mid-range,L'Interprète,76935,
CAT_P04,Spare no expense,luxury,Le Grill,76934,
CAT_P02,A moderate spend,mid-range,Akashi,76933,
CAT_P02,A moderate spend,mid-range,Au Raisin d'Or,76932,
CAT_P03,Special occasion,premium,Le Riche,76931,
CAT_P02,A moderate spend,mid-range,La Petite Table,76930,
CAT_P03,Special occasion,premium,L'Embrun,76929,
CAT_P03,Special occasion,premium,Baffo,77870,
CAT_P02,A moderate spend,mid-range,La Bourse et la Vie,77267,
CAT_P03,Special occasion,premium,L'Établi,76926,
CAT_P02,A moderate spend,mid-range,Jouvence,77552,
CAT_P03,Special occasion,premium,Le Garden,76924,
CAT_P02,A moderate spend,mid-range,Hostellerie du Cygne,76923,
CAT_P02,A moderate spend,mid-range,L'Auberge - Les Sources de Cheverny,76922,
CAT_P02,A moderate spend,mid-range,Abacus,76921,
CAT_P02,A moderate spend,mid-range,Léonie,76920,
CAT_P02,A moderate spend,mid-range,Le Beauvoir,76919,
CAT_P02,A moderate spend,mid-range,À l'Agneau,76918,
CAT_P01,On a budget,affordable,La Suite,76917,
CAT_P03,Special occasion,premium,Le Clos Y,76916,
CAT_P02,A moderate spend,mid-range,La Femme du Boucher,76915,
CAT_P04,Spare no expense,luxury,L'Observatoire du Gabriel,76914,
CAT_P03,Special occasion,premium,Sources,76913,
CAT_P02,A moderate spend,mid-range,Chez Delagare,76912,
CAT_P02,A moderate spend,mid-range,La Maison Despouès,76911,
CAT_P02,A moderate spend,mid-range,Au Pont M,76910,
CAT_P02,A moderate spend,mid-range,Mademoiselle 10,76909,
CAT_P01,On a budget,affordable,Café Brochier,76908,
CAT_P02,A moderate spend,mid-range,L'Apibo,77405,
CAT_P02,A moderate spend,mid-range,L'Instant,76906,
CAT_P02,A moderate spend,mid-range,Zuem Ysehuet,76905,
CAT_P04,Spare no expense,luxury,CIBO,76904,
CAT_P02,A moderate spend,mid-range,Au Grès du Marché,76903,
CAT_P03,Special occasion,premium,Dorangeville,76902,
CAT_P02,A moderate spend,mid-range,L'Affranchi,76901,
CAT_P02,A moderate spend,mid-range,Byblos Beach,76900,
CAT_P03,Special occasion,premium,Les Jardins du Léman,76899,
CAT_P04,Spare no expense,luxury,Le Blue Bay,76898,
CAT_P02,A moderate spend,mid-range,L'Atelier L'Art des Mets,76897,
CAT_P02,A moderate spend,mid-range,Bistro de Montcaud,76896,
CAT_P02,A moderate spend,mid-range,Union,76895,
CAT_P02,A moderate spend,mid-range,Le Bistrot d'à Côté,76894,
CAT_P03,Special occasion,premium,La Flibuste,76893,
CAT_P04,Spare no expense,luxury,Don Juan II,76892,
CAT_P02,A moderate spend,mid-range,L'Oseille,77476,
CAT_P02,A moderate spend,mid-range,Le Tertre,76890,
CAT_P03,Special occasion,premium,Virtus,76889,
CAT_P04,Spare no expense,luxury,Maison Nouvelle,76888,
CAT_P02,A moderate spend,mid-range,Lafayette,76887,
CAT_P04,Spare no expense,luxury,Le Pavillon des Boulevards,76886,
CAT_P02,A moderate spend,mid-range,Sens,76885,
CAT_P01,On a budget,affordable,Peck & Co,76884,
CAT_P02,A moderate spend,mid-range,La Poste,76883,
CAT_P03,Special occasion,premium,À l'Aigle d'Or,76882,
CAT_P02,A moderate spend,mid-range,Auberge du Point Sublime,76881,
CAT_P01,On a budget,affordable,Ahizpak Le Restaurant des Sœurs,76880,
CAT_P02,A moderate spend,mid-range,Le Talleyrand,76879,
CAT_P02,A moderate spend,mid-range,Zimmer,76878,
CAT_P02,A moderate spend,mid-range,D'une Île,76877,
CAT_P02,A moderate spend,mid-range,Liza,77243,
CAT_P02,A moderate spend,mid-range,In Vino Veritas,76875,
CAT_P03,Special occasion,premium,La Vieille Tour,76874,
CAT_P03,Special occasion,premium,Racine,76873,
CAT_P04,Spare no expense,luxury,ERH,77245,
CAT_P03,Special occasion,premium,Auberge Baechel-Brunn,76871,
CAT_P01,On a budget,affordable,L'Atelier des Sens,76870,
CAT_P02,A moderate spend,mid-range,L'Aillet,76869,
CAT_P02,A moderate spend,mid-range,Les Jardins du Cloître,76868,
CAT_P02,A moderate spend,mid-range,Maison Desamy,76867,
CAT_P03,Special occasion,premium,Le Mazet,76866,
CAT_P04,Spare no expense,luxury,Château d'Adoménil,76865,
CAT_P02,A moderate spend,mid-range,La Tulipe Noire,76864,
